#separator:Pipe          
#notetype:Latin Conjugation
#deck column:7
#columns:Verb|Conjugated Verb|Conjugation Meaning|Greek Sentence|English Sentence|Morphology|Deck
ὁράω|ὀψομένοις|about to see|τοῖς <v>ὀψομένοις</v> ἀνδράσιν ἐπίστευσα.|I trusted the men who were about to see.|__ __ fut. part. mid. masc. dat. pl.|Greek Conjugation::6. ὁράω
ὁράω|ὀψομένους|about to see|τοὺς <v>ὀψομένους</v> ἄνδρας εἶδον.|I saw the men who were about to see.|__ __ fut. part. mid. masc. acc. pl.|Greek Conjugation::6. ὁράω
ὁράω|ὀψομένη|about to see|ἡ <v>ὀψομένη</v> γυνὴ ἦλθεν.|The woman who was about to see came.|__ __ fut. part. mid. fem. nom. sg.|Greek Conjugation::6. ὁράω
ὁράω|ὀψομένης|about to see|τῆς <v>ὀψομένης</v> γυναικὸς ἤκουσα.|I heard the woman who was about to see.|__ __ fut. part. mid. fem. gen. sg.|Greek Conjugation::6. ὁράω
ὁράω|ὀψομένῃ|about to see|τῇ <v>ὀψομένῃ</v> γυναικὶ ἐπίστευσα.|I trusted the woman who was about to see.|__ __ fut. part. mid. fem. dat. sg.|Greek Conjugation::6. ὁράω
ὁράω|ὀψομένην|about to see|τὴν <v>ὀψομένην</v> γυναῖκα εἶδον.|I saw the woman who was about to see.|__ __ fut. part. mid. fem. acc. sg.|Greek Conjugation::6. ὁράω
ὁράω|ὀψομένα|about to see|τὼ <v>ὀψομένα</v> γυναῖκε ἦλθον.|The two women who were about to see came.|__ __ fut. part. mid. fem. nom. dual|Greek Conjugation::6. ὁράω
ὁράω|ὀψομέναιν|about to see|ταῖν <v>ὀψομέναιν</v> γυναικοῖν ἐπίστευσα.|I trusted the two women who were about to see.|__ __ fut. part. mid. fem. gen/dat. dual|Greek Conjugation::6. ὁράω
ὁράω|ὀψόμεναι|about to see|αἱ <v>ὀψόμεναι</v> γυναῖκες ἦλθον.|The women who were about to see came.|__ __ fut. part. mid. fem. nom. pl.|Greek Conjugation::6. ὁράω
ὁράω|ὀψομένων|about to see|τῶν <v>ὀψομένων</v> γυναικῶν ἤκουσα.|I heard the women who were about to see.|__ __ fut. part. mid. fem. gen. pl.|Greek Conjugation::6. ὁράω
ὁράω|ὀψομέναις|about to see|ταῖς <v>ὀψομέναις</v> γυναιξὶν ἐπίστευσα.|I trusted the women who were about to see.|__ __ fut. part. mid. fem. dat. pl.|Greek Conjugation::6. ὁράω
ὁράω|ὀψομένας|about to see|τὰς <v>ὀψομένας</v> γυναῖκας εἶδον.|I saw the women who were about to see.|__ __ fut. part. mid. fem. acc. pl.|Greek Conjugation::6. ὁράω
ὁράω|ὀψόμενον|about to see|τὸ <v>ὀψόμενον</v> παιδίον ἦλθεν.|The child who was about to see came.|__ __ fut. part. mid. neut. nom. sg.|Greek Conjugation::6. ὁράω
ὁράω|ὀψομένου|about to see|τοῦ <v>ὀψομένου</v> παιδίου ἤκουσα.|I heard the child who was about to see.|__ __ fut. part. mid. neut. gen. sg.|Greek Conjugation::6. ὁράω
ὁράω|ὀψομένῳ|about to see|τῷ <v>ὀψομένῳ</v> παιδίῳ ἐπίστευσα.|I trusted the child who was about to see.|__ __ fut. part. mid. neut. dat. sg.|Greek Conjugation::6. ὁράω
ὁράω|ὀψόμενον|about to see|τὸ <v>ὀψόμενον</v> παιδίον εἶδον.|I saw the child who was about to see.|__ __ fut. part. mid. neut. acc. sg.|Greek Conjugation::6. ὁράω
ὁράω|ὀψομένω|about to see|τὼ <v>ὀψομένω</v> παιδίω ἦλθον.|The two children who were about to see came.|__ __ fut. part. mid. neut. nom. dual|Greek Conjugation::6. ὁράω
ὁράω|ὀψομένοιν|about to see|τοῖν <v>ὀψομένοιν</v> παιδίοιν ἐπίστευσα.|I trusted the two children who were about to see.|__ __ fut. part. mid. neut. gen/dat. dual|Greek Conjugation::6. ὁράω
ὁράω|ὀψόμενα|about to see|τὰ <v>ὀψόμενα</v> παιδία ἦλθεν.|The children who were about to see came.|__ __ fut. part. mid. neut. nom. pl.|Greek Conjugation::6. ὁράω
ὁράω|ὀψομένων|about to see|τῶν <v>ὀψομένων</v> παιδίων ἤκουσα.|I heard the children who were about to see.|__ __ fut. part. mid. neut. gen. pl.|Greek Conjugation::6. ὁράω
ὁράω|ὀψομένοις|about to see|τοῖς <v>ὀψομένοις</v> παιδίοις ἐπίστευσα.|I trusted the children who were about to see.|__ __ fut. part. mid. neut. dat. pl.|Greek Conjugation::6. ὁράω
ὁράω|ὀψόμενα|about to see|τὰ <v>ὀψόμενα</v> παιδία εἶδον.|I saw the children who were about to see.|__ __ fut. part. mid. neut. acc. pl.|Greek Conjugation::6. ὁράω
λαμβάνω|λαμβάνω|I take, receive|<v>λαμβάνω</v> τὸ βιβλίον.|I take the book.|1P sg. pres. act. ind.|Greek Conjugation::7. λαμβάνω
λαμβάνω|λαμβάνεις|you take, receive|<v>λαμβάνεις</v> τὸν μισθόν.|You receive the payment.|2P sg. pres. act. ind.|Greek Conjugation::7. λαμβάνω
λαμβάνω|λαμβάνει|he/she/it takes, receives|<v>λαμβάνει</v> τὴν ἐπιστολήν.|He receives the letter.|3P sg. pres. act. ind.|Greek Conjugation::7. λαμβάνω
λαμβάνω|λαμβάνομεν|we take, receive|<v>λαμβάνομεν</v> τὰ δῶρα.|We take the gifts.|1P pl. pres. act. ind.|Greek Conjugation::7. λαμβάνω
λαμβάνω|λαμβάνετε|you take, receive|<v>λαμβάνετε</v> τὰς τιμάς.|You receive the honors.|2P pl. pres. act. ind.|Greek Conjugation::7. λαμβάνω
λαμβάνω|λαμβάνουσι(ν)|they take, receive|<v>λαμβάνουσι</v> τὰ χρήματα.|They take the money.|3P pl. pres. act. ind.|Greek Conjugation::7. λαμβάνω
λαμβάνω|λαμβάνετον|you both take, receive|<v>λαμβάνετον</v> τὼ ἵππω.|You both take the two horses.|2P dual. pres. act. ind.|Greek Conjugation::7. λαμβάνω
λαμβάνω|λαμβάνετον|they both take, receive|<v>λαμβάνετον</v> τὼ καρπώ.|They both receive the fruits.|3P dual. pres. act. ind.|Greek Conjugation::7. λαμβάνω
λαμβάνω|λαμβάνομαι|I am taken, received|<v>λαμβάνομαι</v> ὑπὸ τῶν φίλων.|I am received by friends.|1P sg. pres. mid/pass. ind.|Greek Conjugation::7. λαμβάνω
λαμβάνω|λαμβάνει|you are taken, received|<v>λαμβάνει</v> ὑπὸ τοῦ διδασκάλου.|You are received by the teacher.|2P sg. pres. mid/pass. ind.|Greek Conjugation::7. λαμβάνω
λαμβάνω|λαμβάνεται|he/she/it is taken, received|<v>λαμβάνεται</v> ὑπὸ τῆς πόλεως.|He is received by the city.|3P sg. pres. mid/pass. ind.|Greek Conjugation::7. λαμβάνω
λαμβάνω|λαμβανόμεθα|we are taken, received|<v>λαμβανόμεθα</v> ὑπὸ τῶν θεῶν.|We are received by the gods.|1P pl. pres. mid/pass. ind.|Greek Conjugation::7. λαμβάνω
λαμβάνω|λαμβάνεσθε|you are taken, received|<v>λαμβάνεσθε</v> ὑπὸ τῶν πολεμίων.|You are taken by the enemies.|2P pl. pres. mid/pass. ind.|Greek Conjugation::7. λαμβάνω
λαμβάνω|λαμβάνονται|they are taken, received|<v>λαμβάνονται</v> ὑπὸ τῶν στρατιωτῶν.|They are taken by the soldiers.|3P pl. pres. mid/pass. ind.|Greek Conjugation::7. λαμβάνω
λαμβάνω|λαμβάνεσθον|you both are taken, received|<v>λαμβάνεσθον</v> ὑπὸ τοῖν ἀδελφοῖν.|You both are received by the two brothers.|2P dual. pres. mid/pass. ind.|Greek Conjugation::7. λαμβάνω
λαμβάνω|λαμβάνεσθον|they both are taken, received|<v>λαμβάνεσθον</v> ὑπὸ τοῖν γονέοιν.|They both are received by the two parents.|3P dual. pres. mid/pass. ind.|Greek Conjugation::7. λαμβάνω
λαμβάνω|ἐλάμβανον|I was taking, receiving|<v>ἐλάμβανον</v> τὸν οἶνον.|I was taking the wine.|1P sg. impf. act. ind.|Greek Conjugation::7. λαμβάνω
λαμβάνω|ἐλάμβανες|you were taking, receiving|<v>ἐλάμβανες</v> τὴν τροφήν.|You were receiving the food.|2P sg. impf. act. ind.|Greek Conjugation::7. λαμβάνω
λαμβάνω|ἐλάμβανε(ν)|he/she/it was taking, receiving|<v>ἐλάμβανε</v> τὸν λόγον.|He was receiving the word.|3P sg. impf. act. ind.|Greek Conjugation::7. λαμβάνω
λαμβάνω|ἐλαμβάνομεν|we were taking, receiving|<v>ἐλαμβάνομεν</v> τὰ ὅπλα.|We were taking the weapons.|1P pl. impf. act. ind.|Greek Conjugation::7. λαμβάνω
λαμβάνω|ἐλαμβάνετε|you were taking, receiving|<v>ἐλαμβάνετε</v> τὴν δόξαν.|You were receiving the glory.|2P pl. impf. act. ind.|Greek Conjugation::7. λαμβάνω
λαμβάνω|ἐλάμβανον|they were taking, receiving|<v>ἐλάμβανον</v> τὰς ναῦς.|They were taking the ships.|3P pl. impf. act. ind.|Greek Conjugation::7. λαμβάνω
λαμβάνω|ἐλαμβανέτην|they both were taking, receiving|<v>ἐλαμβανέτην</v> τὼ δώρω.|They both were receiving the two gifts.|3P dual. impf. act. ind.|Greek Conjugation::7. λαμβάνω
λαμβάνω|ἐλαμβανόμην|I was being taken, received|<v>ἐλαμβανόμην</v> ὑπὸ τῶν ἰατρῶν.|I was being received by the doctors.|1P sg. impf. mid/pass. ind.|Greek Conjugation::7. λαμβάνω
λαμβάνω|ἐλαμβάνου|you were being taken, received|<v>ἐλαμβάνου</v> ὑπὸ τῆς μητρός.|You were being received by the mother.|2P sg. impf. mid/pass. ind.|Greek Conjugation::7. λαμβάνω
λαμβάνω|ἐλαμβάνετο|he/she/it was being taken, received|<v>ἐλαμβάνετο</v> ὑπὸ τοῦ ἀνδρός.|He was being received by the man.|3P sg. impf. mid/pass. ind.|Greek Conjugation::7. λαμβάνω
λαμβάνω|ἐλαμβανόμεθα|we were being taken, received|<v>ἐλαμβανόμεθα</v> ὑπὸ τῶν συμμάχων.|We were being received by the allies.|1P pl. impf. mid/pass. ind.|Greek Conjugation::7. λαμβάνω
λαμβάνω|ἐλαμβάνεσθε|you were being taken, received|<v>ἐλαμβάνεσθε</v> ὑπὸ τῶν φυλάκων.|You were being taken by the guards.|2P pl. impf. mid/pass. ind.|Greek Conjugation::7. λαμβάνω
λαμβάνω|ἐλαμβάνοντο|they were being taken, received|<v>ἐλαμβάνοντο</v> ὑπὸ τῶν ἡγεμόνων.|They were being received by the leaders.|3P pl. impf. mid/pass. ind.|Greek Conjugation::7. λαμβάνω
λαμβάνω|ἐλαμβανέσθην|they both were being taken, received|<v>ἐλαμβανέσθην</v> ὑπὸ τοῖν διδασκάλοιν.|They both were being received by the two teachers.|3P dual. impf. mid/pass. ind.|Greek Conjugation::7. λαμβάνω
λαμβάνω|λήψομαι|I will take, receive|<v>λήψομαι</v> τὸν στέφανον.|I will receive the crown.|1P sg. fut. mid. ind.|Greek Conjugation::7. λαμβάνω
λαμβάνω|λήψει|you will take, receive|<v>λήψει</v> τὴν ἀρχήν.|You will take the command.|2P sg. fut. mid. ind.|Greek Conjugation::7. λαμβάνω
λαμβάνω|λήψεται|he/she/it will take, receive|<v>λήψεται</v> τὸ ἆθλον.|He will receive the prize.|3P sg. fut. mid. ind.|Greek Conjugation::7. λαμβάνω
λαμβάνω|ληψόμεθα|we will take, receive|<v>ληψόμεθα</v> τὰ κτήματα.|We will take the possessions.|1P pl. fut. mid. ind.|Greek Conjugation::7. λαμβάνω
λαμβάνω|λήψεσθε|you will take, receive|<v>λήψεσθε</v> τὴν τιμήν.|You will receive the honor.|2P pl. fut. mid. ind.|Greek Conjugation::7. λαμβάνω
λαμβάνω|λήψονται|they will take, receive|<v>λήψονται</v> τὰ χρήματα.|They will take the money.|3P pl. fut. mid. ind.|Greek Conjugation::7. λαμβάνω
λαμβάνω|λήψεσθον|you both will take, receive|<v>λήψεσθον</v> τὼ μισθώ.|You both will receive the two payments.|2P dual. fut. mid. ind.|Greek Conjugation::7. λαμβάνω
λαμβάνω|λήψεσθον|they both will take, receive|<v>λήψεσθον</v> τὼ θησαυρώ.|They both will take the two treasures.|3P dual. fut. mid. ind.|Greek Conjugation::7. λαμβάνω
λαμβάνω|ληφθήσομαι|I will be taken, received|<v>ληφθήσομαι</v> ὑπὸ τῶν πολεμίων.|I will be taken by the enemies.|1P sg. fut. pass. ind.|Greek Conjugation::7. λαμβάνω
λαμβάνω|ληφθήσει|you will be taken, received|<v>ληφθήσει</v> ὑπὸ τῆς βουλῆς.|You will be received by the council.|2P sg. fut. pass. ind.|Greek Conjugation::7. λαμβάνω
λαμβάνω|ληφθήσεται|he/she/it will be taken, received|<v>ληφθήσεται</v> ὑπὸ τοῦ δήμου.|He will be received by the people.|3P sg. fut. pass. ind.|Greek Conjugation::7. λαμβάνω
λαμβάνω|ληφθησόμεθα|we will be taken, received|<v>ληφθησόμεθα</v> ὑπὸ τῶν θεῶν.|We will be received by the gods.|1P pl. fut. pass. ind.|Greek Conjugation::7. λαμβάνω
λαμβάνω|ληφθήσεσθε|you will be taken, received|<v>ληφθήσεσθε</v> ὑπὸ τῶν φίλων.|You will be received by friends.|2P pl. fut. pass. ind.|Greek Conjugation::7. λαμβάνω
λαμβάνω|ληφθήσονται|they will be taken, received|<v>ληφθήσονται</v> ὑπὸ τῶν στρατηγῶν.|They will be taken by the generals.|3P pl. fut. pass. ind.|Greek Conjugation::7. λαμβάνω
λαμβάνω|ληφθήσεσθον|you both will be taken, received|<v>ληφθήσεσθον</v> ὑπὸ τοῖν ἄρχοντοιν.|You both will be taken by the two rulers.|2P dual. fut. pass. ind.|Greek Conjugation::7. λαμβάνω
λαμβάνω|ληφθήσεσθον|they both will be taken, received|<v>ληφθήσεσθον</v> ὑπὸ τοῖν στρατηγοῖν.|They both will be taken by the two generals.|3P dual. fut. pass. ind.|Greek Conjugation::7. λαμβάνω
λαμβάνω|ἔλαβον|I took, received|<v>ἔλαβον</v> τὸ δῶρον.|I took the gift.|1P sg. aor. act. ind.|Greek Conjugation::7. λαμβάνω
λαμβάνω|ἔλαβες|you took, received|<v>ἔλαβες</v> τὴν ἐπιστολήν.|You received the letter.|2P sg. aor. act. ind.|Greek Conjugation::7. λαμβάνω
λαμβάνω|ἔλαβε(ν)|he/she/it took, received|<v>ἔλαβε</v> τὸν μισθόν.|He received the payment.|3P sg. aor. act. ind.|Greek Conjugation::7. λαμβάνω
λαμβάνω|ἐλάβομεν|we took, received|<v>ἐλάβομεν</v> τὰ χρήματα.|We took the money.|1P pl. aor. act. ind.|Greek Conjugation::7. λαμβάνω
λαμβάνω|ἐλάβετε|you took, received|<v>ἐλάβετε</v> τὴν δόξαν.|You received the glory.|2P pl. aor. act. ind.|Greek Conjugation::7. λαμβάνω
λαμβάνω|ἔλαβον|they took, received|<v>ἔλαβον</v> τὰς ναῦς.|They took the ships.|3P pl. aor. act. ind.|Greek Conjugation::7. λαμβάνω
λαμβάνω|ἐλαβέτην|they both took, received|<v>ἐλαβέτην</v> τὼ θησαυρώ.|They both took the two treasures.|3P dual. aor. act. ind.|Greek Conjugation::7. λαμβάνω
λαμβάνω|ἐλαβόμην|I took for myself, received|<v>ἐλαβόμην</v> τὸ ξίφος.|I took the sword for myself.|1P sg. aor. mid. ind.|Greek Conjugation::7. λαμβάνω
λαμβάνω|ἐλάβου|you took for yourself, received|<v>ἐλάβου</v> τὴν ἀσπίδα.|You took the shield for yourself.|2P sg. aor. mid. ind.|Greek Conjugation::7. λαμβάνω
λαμβάνω|ἐλάβετο|he/she/it took for himself/herself/itself|<v>ἐλάβετο</v> τὸ κράτος.|He took the power for himself.|3P sg. aor. mid. ind.|Greek Conjugation::7. λαμβάνω
λαμβάνω|ἐλαβόμεθα|we took for ourselves, received|<v>ἐλαβόμεθα</v> τὰ ὅπλα.|We took the weapons for ourselves.|1P pl. aor. mid. ind.|Greek Conjugation::7. λαμβάνω
λαμβάνω|ἐλάβεσθε|you took for yourselves, received|<v>ἐλάβεσθε</v> τὴν τιμήν.|You took the honor for yourselves.|2P pl. aor. mid. ind.|Greek Conjugation::7. λαμβάνω
λαμβάνω|ἐλάβοντο|they took for themselves, received|<v>ἐλάβοντο</v> τὰ δῶρα.|They took the gifts for themselves.|3P pl. aor. mid. ind.|Greek Conjugation::7. λαμβάνω
λαμβάνω|ἐλαβέσθην|they both took for themselves, received|<v>ἐλαβέσθην</v> τὼ μισθώ.|They both took the two payments for themselves.|3P dual. aor. mid. ind.|Greek Conjugation::7. λαμβάνω
λαμβάνω|ἐλήφθην|I was taken, received|<v>ἐλήφθην</v> ὑπὸ τῶν πολεμίων.|I was taken by the enemies.|1P sg. aor. pass. ind.|Greek Conjugation::7. λαμβάνω
λαμβάνω|ἐλήφθης|you were taken, received|<v>ἐλήφθης</v> ὑπὸ τῆς πόλεως.|You were received by the city.|2P sg. aor. pass. ind.|Greek Conjugation::7. λαμβάνω
λαμβάνω|ἐλήφθη|he/she/it was taken, received|<v>ἐλήφθη</v> ὑπὸ τοῦ στρατοῦ.|He was taken by the army.|3P sg. aor. pass. ind.|Greek Conjugation::7. λαμβάνω
λαμβάνω|ἐλήφθημεν|we were taken, received|<v>ἐλήφθημεν</v> ὑπὸ τῶν θεῶν.|We were received by the gods.|1P pl. aor. pass. ind.|Greek Conjugation::7. λαμβάνω
λαμβάνω|ἐλήφθητε|you were taken, received|<v>ἐλήφθητε</v> ὑπὸ τῶν φυλάκων.|You were taken by the guards.|2P pl. aor. pass. ind.|Greek Conjugation::7. λαμβάνω
λαμβάνω|ἐλήφθησαν|they were taken, received|<v>ἐλήφθησαν</v> ὑπὸ τῶν στρατηγῶν.|They were taken by the generals.|3P pl. aor. pass. ind.|Greek Conjugation::7. λαμβάνω
λαμβάνω|ἐληφθήτην|they both were taken, received|<v>ἐληφθήτην</v> ὑπὸ τοῖν ἡγεμόνοιν.|They both were taken by the two leaders.|3P dual. aor. pass. ind.|Greek Conjugation::7. λαμβάνω
